Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Kadamban,2017,142,"Action, Adventure, Drama",5.3,417.0,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana
Kadke Kamal Ke,2019,136,Comedy,6.8,5.0,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav
Kahan Ho Tum,2003,128,"Drama, Family",3.9,22.0,Vijay Kumar,Ishita Arun,Samir Soni,Sharman Joshi
Kahani Mitra Ki,2017,128,Drama,5.839567609057182,5.839567609057182,Akash Khurana,Sayalee Phatak,Abhay Mahajan,Parna Pethe
Kahani Saali Jeeja Ki,2001,128,Thriller,5.839567609057182,5.839567609057182,Tilak,Chandni Gupta,Anil Nagrath,Amita Nangia
Kahin Hai Mera Pyar,2014,138,"Drama, Musical, Romance",5.7,18.0,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan
Kai Kodukkam Kai,1984,131,"Action, Drama",6.3,75.0,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth
Kairee,1999,93,Drama,5.4,104.0,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale
Kaisay Kahein...,2007,123,"Drama, Romance",6.2,54.0,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar
Kajarya,2013,132,Drama,6.6,131.0,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil
Kal Ki Awaz,1992,162,Action,6.2,65.0,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar
Kala Bhoot,1937,128,Horror,5.839567609057182,5.839567609057182,A.M. Khan,Bashir,Bose,Gohar Karnataki
Kala Samundar,1962,128,Action,5.839567609057182,5.839567609057182,Chitra,Hiralal,Paidi Jairaj,Maruti
Kalaakaar,1983,128,"Family, Romance",6.2,76.0,P. Sambasiva Rao,Kunal Goswami,Sridevi,Rakesh Bedi
Kalankini Based on the Novel by Gulshan Nanda 1993,1993,120,"Drama, Family, Romance",5.839567609057182,5.839567609057182,Dharam Panesar,Dharam Panesar,Subhi Raaj,Jalees Sherwani
Kalavu,2012,126,"Comedy, Drama, Family",5.839567609057182,5.839567609057182,Ravi M,Pramila Bengre,Shivaji Rao Jadhav,Hulugappa Kattimani
Kali Ghata,1951,145,"Drama, Romance",6.3,9.0,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur
Kali Salwaar,2002,112,Drama,6.2,95.0,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
Kalichaat,2018,70,Drama,8.0,6.0,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam
Kalidas,1931,128,"Drama, History, Musical",6.2,12.0,H.M. Reddy,T.P. Rajalakshmi,P.G. Venkatesan,L.V. Prasad
Kallu Handsome,2021,128,Drama,5.839567609057182,5.839567609057182,Reyansh Behl,Anshumann Chaturvedi,Ritesh s Kumar,Ravi Mann
Kalpataru ( the Tree) 2020,1987,101,Drama,5.839567609057182,5.839567609057182,Pramode Kumar,Ravi Shankar Prasad,Pramode Kumar,Sonamoni Jayant Gadekar
Kalsandhya,1997,124,Drama,7.2,13.0,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah
Kalyug 5000,2004,128,Thriller,5.839567609057182,5.839567609057182,Kamlesh Balani,Preeti Bhutani,Rahul Manchanda,Monica Sopad
Kalyug Ka Pandav,1999,165,Action,5.839567609057182,5.839567609057182,D. Rajendra Babu,Ambarish,Ravi Babu,Charulatha
Kama Sundari,2001,130,Thriller,5.2,17.0,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor
Kamasutra 3D,2013,110,"Drama, Romance",6.5,510.0,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande
Kambakkht Ishq,2009,142,"Action, Comedy, Romance",3.9,6741.0,Sabir Khan,Sylvester Stallone,Denise Richards,Brandon Routh
Kambal,1987,90,Drama,5.839567609057182,5.839567609057182,Mohit Nirmala,Sunanda Sathe,Mahesh Raipurkar,Sameer Shinde
Kamini,2020,128,Horror,5.839567609057182,5.839567609057182,Pran,Chethan,Shobha Rani,Rohith
Kamroo Desh Ki Kamini,1935,128,Action,5.839567609057182,5.839567609057182,A.R. Kabuli,Swaroop Rani,Ashraf Khan,Sultana
Kanave Kalaiyadhe,1999,157,"Action, Drama",6.0,22.0,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth
Kandy Twist,2019,113,Drama,8.2,8.0,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa
Kaneez,1949,140,"Drama, History",6.2,5.0,Krishna Kumar,Munawwar Sultana,Shyam,Urmila
Kanmani,1994,137,"Drama, Romance",3.7,7.0,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi
Kannan Varuvaan,2000,135,Romance,5.8,39.0,Sundar C.,Karthik,Mantra,Divyaa Unni
Kanoon Ki Jung,2000,128,Action,5.839567609057182,5.839567609057182,Teshi Venkatesh,Sai Kumar,Rama Murthy,Anant Nag
Kanoon Meri Mutthi Mein,1984,128,Action,6.6,5.0,Chand,K. Prasad,Raj Babbar,Parveen Babi
Kanya Dweep,1982,128,Musical,5.839567609057182,5.839567609057182,Ramanna,Vijaya Chandrika,Ranjeet,Radhika Sarathkumar
Kapat,2017,128,"Mystery, Thriller",5.839567609057182,5.839567609057182,Milinnd Sagar,Aakriti Bisaria,Bhaumik Sampat,V.P.G. Panicker
Kaphal: Wild Berries,2013,90,"Action, Adventure, Drama",8.2,45.0,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta
Karamati Coat,1993,86,"Comedy, Family, Fantasy",7.1,182.0,Ajay Karthik,Prachi Save,Swapnesh Sawant,Vikram Acharya
Karan,1994,120,Action,4.0,23.0,Shiv Kumar,Virender Razdan,Prem Chopra,Balwant Dullat
Karate Kawach,1987,128,Action,5.839567609057182,5.839567609057182,Sagar Joshi,Laxman Singh Rajput,Abhishek Khanna,Sneha Sharma
Karavas,2005,128,Drama,5.839567609057182,5.839567609057182,Pankaj Berry,Dev Gill,Swati Vajpayee,Manish Wadhwa
Karim Mohammed,2018,99,Drama,4.8,30.0,Pawan Kumar Sharma,Alka Amin,Veer Gujjar,Rajesh Jais
Karishma Kali Kaa,1990,128,Horror,4.1,13.0,Ashok Punjabi,Amrita Singh,Shatrughan Sinha,Urmila Bhatt
Karma: Crime. Passion. Reincarnation,2008,97,"Crime, Drama, Mystery",5.0,105.0,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge
Karmon Kee Sazaa,1995,128,Action,5.839567609057182,5.839567609057182,Anil Pandit,Pankaj Dheer,Arjun,Vidyashree
Karmveer- The Pursuit of Dreams,2020,128,Drama,5.839567609057182,5.839567609057182,Ganesh Loke,Asmi,Ganesh Loke,Tejal
Karna,1928,128,"Action, Drama, History",5.839567609057182,5.839567609057182,Vishnupant Govind Damle,Sheikh Fattelal,Keshavrao Dhaiber,Kamaladevi
Karo Na... Pyar,2006,128,Thriller,5.839567609057182,5.839567609057182,K. Bhushan,Mallika Arora,Pooja Chopra,Milind Gunaji
Kartavya: Lion on Duty,2004,128,Action,5.839567609057182,5.839567609057182,Ramya Krishnan,Prakash Raj,Sakshi Shivanand,Vijayakanth
Kartooz,2014,97,"Action, Adventure",3.0,7.0,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
Karunamayudu,1978,160,"Biography, Drama, Family",7.7,37.0,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
Karwane Husn,1935,128,Drama,5.839567609057182,5.839567609057182,Chaudhri M. Raffi,Zohra,Nurjahan,Shahzadi
Kasam,1988,157,"Action, Drama, Romance",5.1,53.0,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
Kasam Bhawani Ki,1981,128,Action,6.4,5.0,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge
Kasba,1991,121,Drama,7.0,49.0,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
Kash... Aap Hamare Hote,2003,128,"Family, Musical, Romance",5.0,86.0,Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri
Kashmir,1951,128,Drama,5.839567609057182,5.839567609057182,Rajendranath Jolly,Veena,Nirupa Roy,Kuldip Kaur
Kashmir Daily,2018,148,"Drama, Thriller",6.7,23.0,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
Kath Putli,1957,152,"Drama, Family",6.9,29.0,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
Kathor,2018,110,Drama,5.6,10.0,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
Katil Kaun,1980,128,"Crime, Mystery, Thriller",5.839567609057182,5.839567609057182,Amit Bose,Sameer Khan,Nanda,Reeta Bakshi
Katilon Ke Kaatil,1981,199,"Action, Comedy, Drama",6.4,92.0,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
Katiyabaaz,2013,84,"Documentary, Drama",7.8,485.0,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
Kaun Hai Jo Sapno Mein Aaya,2004,127,Musical,5.1,46.0,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
Kaun Hain Woh,1983,128,Mystery,5.839567609057182,5.839567609057182,Qamar Narvi,Javed Akbar,Babli,Master Bhagwan
Kaun Kitney Paani Mein,2015,112,"Comedy, Drama, Family",6.1,458.0,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
Kaun Mera Kaun Tera,2017,128,Comedy,5.839567609057182,5.839567609057182,R.P. Singh,Akash Gaharwar,Ehsan Khan,Mushtaq Khan
Kaun Pardesi,1947,128,Adventure,5.839567609057182,5.839567609057182,J.U. Trivedi,Yashwant Dave,Mumtaz,Samson
Kaun Rokega Mujhe,1997,123,"Action, Thriller",3.8,18.0,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
Kaurav Pandav,1970,128,Drama,5.839567609057182,5.839567609057182,Sadhana Khote,Arvind Pandya,Prem Sagar,M.B. Shetty
Kazaki,1966,128,Drama,5.839567609057182,5.839567609057182,Hiralal,Shivraj Kiron,Pradeep Kumar,Kumud Tripathi
Kehta Hai Yeh Dil,2020,116,"Comedy, Drama",3.3,10.0,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
Key Club,2012,140,Romance,5.839567609057182,5.839567609057182,Aqil Hashmi,Shobit Atrey,Mohit Bhaskar,Amrit Bhatia
Khabees,1987,128,Thriller,5.839567609057182,5.839567609057182,Sarim Momin,Tanishaa Mukerji,Siddhant Kapoor,Bharat Dabholkar
Khallas: The Beginning of End,2007,121,"Crime, Drama, Romance",4.0,11.0,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
Khalli Balli,2019,128,"Comedy, Horror",5.2,5.0,Manoj Sharma,Kainaat Arora,Asrani,Mini Bansal
Khalnayakon Ka Khalnayak,2002,128,Action,5.839567609057182,5.839567609057182,G.P. Singh,Deva Saab,Bindu Kamat,Dharmendra Rana
Khamiyaza: Journey of a Common Man,2019,130,"Action, Drama",4.6,20.0,Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
Khamoshh... Khauff Ki Raat,2005,123,"Mystery, Thriller",3.3,245.0,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Khamoshiyan,2015,122,"Drama, Horror, Romance",4.0,1220.0,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
Khan kluay,2006,79,"Animation, Adventure, Family",5.9,1159.0,Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
Khap,2011,125,"Drama, Thriller",5.0,104.0,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
Khaufnaak Shikanja,2004,128,Horror,5.839567609057182,5.839567609057182,Suresh Jain,Amit Choyal,Reena Kapoor,Amit Pachori
Khayal Gatha,1989,103,"Drama, Music",6.6,34.0,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazanchi Ki Beti,1943,128,"Action, Comedy",5.839567609057182,5.839567609057182,Nari Ghadiali,Sharda,Yusuf Effendi,Majeed
Khejdi,2018,92,Drama,8.1,27.0,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel Jeewan Ki,1989,128,Drama,5.839567609057182,5.839567609057182,Asha Khan,Mala Aravindan,Kalaichelvi,T.G. Ravi
Khel Toh Ab Shuru Hoga,2016,130,"Action, Thriller",5.2,10.0,Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,2008,97,"Comedy, Drama",7.2,222.0,Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khichdi: The Movie,2010,120,"Comedy, Family",7.2,2238.0,Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta
Khilona Bana Khalnayak,1995,128,"Comedy, Horror",6.7,166.0,Mahesh Kothare,Kishori Ambiye,Laxmikant Berde,Ravindra Berde
Khofnak Mahal,1998,128,Horror,2.5,11.0,Sushil Vyas,Brijesh,Javed Khan,Pramod Moutho
Khoj,1953,128,Mystery,5.839567609057182,5.839567609057182,Balwant Bhatt,Shammi,Mahipal,Satish
Khokababu,2012,158,"Comedy, Romance",5.1,221.0,Shankaraiya,Ferdous Ahmed,Biswajit Chakraborty,Biplab Chatterjee
Khoon Ka Sindoor,1993,128,"Action, Drama",5.839567609057182,5.839567609057182,Amrish Sehgal,Upasna Singh,Kunickaa Sadanand,Kiran Kumar
Khoon Ki Holi,1979,128,Action,5.839567609057182,5.839567609057182,Chandramohan,Ram Krishna Rao,Sridhar,Varalaxmi
Khooni Aankhen: The Bloody Eyes,1988,128,Horror,5.839567609057182,5.839567609057182,Baby,Charu Haasan,Satish,Seema
Khooni Jawaani,1986,128,Thriller,5.839567609057182,5.839567609057182,Anuradha,Vinod Chakraborthy,Jayamalini,Madhavi
Khooni Jung,2004,128,Action,5.839567609057182,5.839567609057182,K.V. Raju,Chi Gurudutt,Jaggesh,Namratha
Khooni Murdaa,1989,127,Horror,4.1,39.0,Mohan Bhakri,Deepak Parashar,Javed Khan,Sripradha
Khooni Shikanja,2000,128,Horror,5.839567609057182,5.839567609057182,Yeshwant,Hitesh Patel,Isha Gupta,Kiran Kumar
Khooni Tantrik,2001,128,"Drama, Horror, Thriller",5.839567609057182,5.839567609057182,Teerat Singh,Vishal Bubna,Chanu,Ena Chauhan
Khoya,2015,82,Drama,7.5,77.0,Sami Khan,Rupak Ginn,Ravi Khanvilkar,Stephen McHattie
Khuda Hafiz,1983,91,Drama,8.1,27.0,Kidar Nath Sharma,Ratna Bhooshan,Shibana Dutta,Urmila Matondkar
Khuda Ka Banda,1957,128,"Drama, History",5.839567609057182,5.839567609057182,Chaturbhuj Doshi,Ratnamala,Chandrashekhar,Krishna Kumari
Khudadad,1935,128,Drama,5.839567609057182,5.839567609057182,Fram Sethna,Patience Cooper,Master Mohan,Miss Pearl
Khudbudi,2020,120,Drama,5.839567609057182,5.839567609057182,Kumar Ritu Raj,Heeba Shah,Serena Walia,Suksha Gupta
Khula Bazar,2005,128,Thriller,5.839567609057182,5.839567609057182,Irfan,Mukesh Agarwal,Tannu,Vinod Tripathi
Khunnas,2020,104,Drama,5.839567609057182,5.839567609057182,Mukesh Raaj Singh,Naresh Kumar,Deva Mehto,Megha Saxsena
Khushboo: The Fragraance of Love,2008,128,"Comedy, Drama, Romance",3.7,23.0,Rajesh Ram Singh,Rishi Rehan,Avantika,Thomas Tevana
Khwaabb,2014,90,"Drama, Romance, Sport",5.5,68.0,Zaid Ali Khan,Simer Motiani,Navdip Singh,Bajrangbali Singh
Khwab Sare Jhootey,2020,100,Drama,7.8,8.0,Deepak Baldev,Ajay Gautam,Harsh Kumar,Madhu Narayan
Khwahish,2003,152,"Drama, Romance, Musical",4.1,197.0,Govind Menon,Himanshu Malik,Mallika Sherawat,Shivaji Satam
Kids and Glory,2020,128,Documentary,5.839567609057182,5.839567609057182,Tiago Arakilian,Rima Das,Chuan Lu,Nastia Tarasova
Kids No. 1,2004,128,Drama,5.839567609057182,5.839567609057182,Dhirendra Agarwal,Maan Damian,Shehzad Khan,Daman Maan
Kill the Rapist?,2018,99,Thriller,5.839567609057182,5.839567609057182,Sanjay Chhel,Sunny Hinduja,Anjali Patil,Sadiya Siddiqui
Kirket,2019,132,"Drama, Sport",7.5,270.0,Yogendra Singh,Kirti Azad,Sonam Chhabra,Sonu Jha
Kis Kiss Ka Kissa,2017,84,Drama,5.6,12.0,Sameer Patil,Manav Gohil,Asawari Joshi,Sandeep Kulkarni
Kismet Palat Ke Dekh,1961,128,Action,5.839567609057182,5.839567609057182,C.S. Dubey,Anoop Kumar,Daljeet,Jeevan Kala
Kiss Kis Ko,2004,119,Musical,4.6,20.0,Sharad Sharan,Chaitanya Bhosle,Sherrin Varghese,Bhumika Puri
Kitne Paas Kitne Door,1976,140,Drama,5.839567609057182,5.839567609057182,D.S. Sultania,Samit Bhanja,Heena Kausar,Utpal Dutt
Kizhakku Kadarkarai Salai,2006,128,"Action, Crime, Drama",2.7,19.0,S.S. Stanley,Srikanth,Bhavana,Selvaraj
Kkamjori: The Weakness,2004,128,Thriller,5.839567609057182,5.839567609057182,Sandeep Bhatt,Rinky Ali,Rakhi Bajaj,Seema Biswas
Koel,2011,95,"Drama, Family",5.839567609057182,5.839567609057182,Bonny Mukherjee,Aadya Bedi,Rashi Bunny,Tarun Chauhan
Koi Hai,2003,102,"Drama, Horror",2.4,9.0,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi Hai Yaaha,2006,128,Drama,5.839567609057182,5.839567609057182,Jiten Purohit,Shekhar Mehta,Amisha Sathwara,Vishal Sharma
Koi Hai?,1985,128,Thriller,5.839567609057182,5.839567609057182,Mehmood Ahmed,Deepak Kohli,Kishan Mehta,Krishen Mehta
Koi Na Jane Re,1986,128,Drama,5.839567609057182,5.839567609057182,Master Ntin,Baby Reshma,Mina Shinde,Mayur Verma
Koi Sath Hai,2021,128,Horror,3.1,18.0,Mahaveer Shringi,Anwar Ali,Pratik Asnani,Sikandar Chauhan
Kokh,1994,128,Drama,5.839567609057182,5.839567609057182,R S Vikal,Rohini Hattangadi,Annu Kapoor,Pankaj Kapur
Kondura (The Sage from the Sea),1978,137,Drama,7.4,51.0,Shyam Benegal,Anant Nag,Nirmala,Siddesh
Kora Badan,1974,128,Drama,5.839567609057182,5.839567609057182,B.S. Ghad,B.S. Shaad,Sunil Dutt,Dev Kumar
Kosa,2020,85,Drama,7.3,15.0,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das
Kota Junction,2015,128,Drama,7.5,43.0,Sachin P. Karande,Munish Khan,Setareh Noori,Sarosh Khan
Kottayam,2020,100,"Crime, Drama, Romance",6.9,13.0,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew
Koyelaanchal,2014,145,"Action, Drama",5.4,258.0,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna
Kram,2012,128,Thriller,5.839567609057182,5.839567609057182,Rajesh Ganguly,Tanvir Ahmed,Ayaz Amir,Suzanne Bernert
Krantipath,1999,154,Action,5.839567609057182,5.839567609057182,Girish Dubey,Girish Dubey,Girish Dubey,Kiran Kumar
Krantiveer: The Revolution,2010,159,"Action, Crime, Drama",4.6,19.0,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Krina,2018,130,Thriller,5.8,6.0,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
Krish Trish and Baltiboy: Face Your Fears,2017,65,Animation,7.8,28.0,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Krishna,1996,156,"Action, Drama, Romance",4.7,318.0,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Krishna Sudama,1933,128,Fantasy,5.839567609057182,5.839567609057182,Jayant Desai,Keki Adajania,Ram Apte,M. Bhagwandas
Krishna-Krishna,1986,138,Fantasy,5.839567609057182,5.839567609057182,Chandrakant,Vidya Sinha,Biswajit Chatterjee,Dara Singh
Kriya,2020,96,"Drama, Fantasy, Horror",6.5,29.0,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
Kucch Luv Jaisaa,2011,105,Drama,4.3,126.0,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
Kucch To Hai,2003,143,"Horror, Mystery",4.2,851.0,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Der Aur,2018,65,Drama,8.5,41.0,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
Kuch Pal Pyar Ke,2018,104,Drama,4.3,18.0,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
Kuch To Gadbad Hai,2004,128,Comedy,7.4,39.0,Suresh Bafna,Nilanjana Bhattacharya,Kulbir Badesron,Arun Bakshi
Kuchh Kaha Aapne..,2004,128,Romance,5.839567609057182,5.839567609057182,Mustafa Engineer,Diveyaa Dwivedi,Divyaa Dwivedi,Ravi Shankar Jaiswal
Kudrat Ka Kanoon,1987,150,Mystery,5.1,46.0,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Kuhasa,1980,128,Drama,5.839567609057182,5.839567609057182,Amendra Sinha,Subhendu Chaterjee,Robi Ghose,Sukhada Pandey
Kuk Doo Koo,1985,107,Comedy,8.5,6.0,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
Kuku Mathur Ki Jhand Ho Gayi,2014,109,"Comedy, Romance",5.3,243.0,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
Kumbh,2018,128,Drama,5.839567609057182,5.839567609057182,Anshuman Chaturvedi,Chidaksha Chand,Sushil Pandey,Sukhwinder Chahal
Kun Faya Kun,2021,128,"Drama, Thriller",5.839567609057182,5.839567609057182,Kushan Nandy,Harshvardhan Rane,Sanjeeda Sheikh,DJ Farman
Kunwari Chudail,2001,128,Horror,5.839567609057182,5.839567609057182,Arvinda Jaiswal,Jyoti,Rani Sinha,Durgesh Nandini
Kunwari Maa,1996,148,Drama,5.839567609057182,5.839567609057182,Dulal Bhowmick,Shambhu Bhattacharya,Biplab Chatterjee,Soumitra Chatterjee
Kurukshetra,2000,129,"Action, Crime, Drama",6.0,996.0,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
Kurup,2021,128,"Biography, Crime, Thriller",5.839567609057182,5.839567609057182,Srinath Rajendran,Vini Vishwa Lal,Manoj Bajpayee,Dulquer Salmaan
Kutte Ki Dum,2018,143,Comedy,8.9,10.0,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
Kutumb the Family,2017,128,Drama,5.839567609057182,5.839567609057182,Amit Shree Yadav,Shivanshu Mishra,Alok Nair,Alok Nath
Kwatha,1987,128,Drama,5.839567609057182,5.839567609057182,Karan Butani,Isabelle Kaif,Bijou Thaangjam,Aayush Sharma
Kya Dilli Kya Lahore,2014,98,"Drama, History, War",7.4,1844.0,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
Kya Masti Kya Dhoom,1987,128,Comedy,5.839567609057182,5.839567609057182,Chandrakant Singh,Abhishek Bajaj,Musskan Sethi,Anant Vidhaat Sharma
Kya Tum,2018,128,Drama,5.839567609057182,5.839567609057182,Deepak Kumar,Anchal,Ansh,Aarav Mavi
Kya Yahi Sach Hai,2011,142,"Crime, Drama, Thriller",6.1,22.0,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
Kyaa Koi Hain,2003,128,Mystery,5.839567609057182,5.839567609057182,Vivek Anand,Anu Prada,Mahesh Raaj,Shweta
Lab Kush,1966,125,Family,6.4,7.0,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
Labbaik,1980,128,Action,5.839567609057182,5.839567609057182,Beena Banerjee,Vijay Choudhary,Satyendra Kapoor,Raza Murad
Ladenge Marte Dam Tak,2002,128,Action,5.839567609057182,5.839567609057182,Sai Kumar,Thriller Manju,Rami Reddy,Vani Viswanath
Ladies First,2014,106,Romance,3.6,20.0,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
Ladies Hostel,1990,128,Horror,5.839567609057182,5.839567609057182,Kokila,Lata,Malini,Rama
Ladke Baap Se Badke,1979,128,"Action, Adventure, Drama",5.0,6.0,Subhash Mukherjee,Ainul,Bindu,Sudhir Dalvi
Ladki Bholi Bhali,1976,124,Thriller,5.839567609057182,5.839567609057182,Ashok Roy,Gautam Sarin,Asha Sachdev,Heena Kausar
Ladki Pasand Hai,1971,128,"Drama, Family, Romance",6.2,6.0,C.L. Rawal,Deepak Kumar,Mumtaz,Jeevan
Ladki Sahyadri Ki,1966,128,"Musical, Drama",5.0,9.0,Shantaram Rajaram Vankudre,Shalini Abhyankar,Keshavrao Date,Vatsala Deshmukh
Lady Boss,1995,128,Drama,5.839567609057182,5.839567609057182,Kodi Ramakrishna,Brahmanandam,Ashok Kumar K.,Vinod Kumar
Lady Dacoit,2000,128,Action,5.839567609057182,5.839567609057182,Thakur Tapasvi,Seema Sindhu,Iqbal,Manoj Dutt
Lady Killer,1968,128,"Crime, Mystery, Thriller",5.839567609057182,5.839567609057182,B.J. Patel,Arun Sarnaik,Shabnam,David Abraham
Lady Tarzan,1990,128,"Action, Romance",4.9,10.0,Silk Smitha,Jamuna,Vinod Kumar,Y.G. Mahendran
Lafange Nawab,2019,154,Drama,5.839567609057182,5.839567609057182,Sanoj Mishra,Ritam Bhardwaj,Larissa Chakz,Ratan Rathore
Lafda,2020,106,Drama,5.839567609057182,5.839567609057182,Pratap Kumar,Vivek Sharma,Uttar Kumar,Monu Dhankad
Lagg Gayii...,1987,108,Drama,5.839567609057182,5.839567609057182,Vinod Vyas,Shiv Singh,Akshy Mishra,Adil Rana
Lagi Shaarth,2001,60,Family,5.839567609057182,5.839567609057182,Raghuvir Kulkarni,Rajan Bhise,Nachiket Dighe,Medhar Kulkarini
Lagna Pahave Karun,2013,125,Romance,6.5,55.0,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
Lagori,2017,48,"Drama, Mystery, Thriller",7.2,13.0,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
Lakeeran the Destiny,2018,140,Romance,5.839567609057182,5.839567609057182,Dharam Panesar,Pavan Grover,Mehr Hassan,Kulbhushan Kharbanda
Lakhmipur ke Lukkhe,2019,115,Drama,5.839567609057182,5.839567609057182,Deshraj Saurot,Deepak Bhatiaz,Daksh Chaudhary,Shukla and Prashant
Lakhon Mein Ek,1947,128,Musical,5.839567609057182,5.839567609057182,Taimur Behram Shah,Khurshid Jr.,Nirupa Roy,Ghulam Mohammed
Lal Chunariyaa,1983,128,"Action, Drama",5.839567609057182,5.839567609057182,Sudarshan Lal,Minaxi Anand,Mithun Chakraborty,Dulari
Lal Kothi,1978,123,Thriller,6.2,16.0,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
Lala Hardaul,2012,147,History,7.4,8.0,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
Lalaji,1941,128,Drama,5.839567609057182,5.839567609057182,Chimankant Gandhi,Lalit Chandra Mehta,Yashodra Katju,Krishnakant
